url,host,response_type,last_crawled,source_report,current_live_status,final_url,clicks,impressions,priority,recommended_action,reason
https://www.ewastekochi.com/blog/cable-recycling-options-in-kakkanad-which-to-choose-kakkanad/,www.ewastekochi.com,404 Not found,2026-07-01,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blog/cable-recycling-options-in-kakkanad-which-to-choose-kakkanad/,0,4,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://www.ewastekochi.com/blogs/disposal/corporate-e-waste-clearance-checklist-for-kottayam/,www.ewastekochi.com,404 Not found,2026-07-01,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blogs/disposal/corporate-e-waste-clearance-checklist-for-kottayam/,0,3,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://www.ewastekochi.com/blogs/laptop-disposal/laptop-resale-value-in-thiruvananthapuram-what-changes-the-price-fast/,www.ewastekochi.com,404 Not found,2026-07-01,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blogs/laptop-disposal/laptop-resale-value-in-thiruvananthapuram-what-changes-the-price-fast/,0,2,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://www.ewastekochi.com/blog/kspcb-regulations-for-it-asset-disposition-in-thrippunithura-thrippunithura-1/,www.ewastekochi.com,404 Not found,2026-07-01,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blog/kspcb-regulations-for-it-asset-disposition-in-thrippunithura-thrippunithura-1/,0,1,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://www.ewastekochi.com/blogs/government-rules/how-to-choose-an-authorized-e-waste-vendor-in-kalamassery-kochi/,www.ewastekochi.com,404 Not found,2026-07-01,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blogs/government-rules/how-to-choose-an-authorized-e-waste-vendor-in-kalamassery-kochi/,0,1,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://www.ewastekochi.com/blog/troubleshooting-server-recycling-in-kalamassery-kalamassery/,www.ewastekochi.com,404 Not found,2026-07-01,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blog/troubleshooting-server-recycling-in-kalamassery-kalamassery/,0,7,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://www.ewastekochi.com/blogs/environmental-impact/precious-metal-recovery-from-e-waste-in-edappally-kochi/,www.ewastekochi.com,404 Not found,2026-07-01,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blogs/environmental-impact/precious-metal-recovery-from-e-waste-in-edappally-kochi/,0,0,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://ewastekochi.com/hi/services/laptop-buyback-kochi/,ewastekochi.com,404 Not found,2026-06-30,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",308,https://www.ewastekochi.com/hi/services/laptop-buyback-kochi/,0,9,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://ewastekochi.com/blogs/recycling/how-electronics-recycling-works-in-thiruvananthapuram/,ewastekochi.com,404 Not found,2026-06-30,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",308,https://www.ewastekochi.com/blogs/recycling/how-electronics-recycling-works-in-thiruvananthapuram/,0,54,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
https://www.ewastekochi.com/blog/battery-recycling-options-in-kochi-which-to-choose-kochi/,www.ewastekochi.com,404 Not found,2026-06-30,"Coverage Drilldown Not found (404), used as crawl-stats proxy because Crawl Stats examples were not exported",404,https://www.ewastekochi.com/blog/battery-recycling-options-in-kochi-which-to-choose-kochi/,0,30,P3,leave_404,Zero/low-value legacy generated URL; leave retired.
